,Bolivia,La Paz,Cochabamba,Santa Cruz,Oruro,Potosí,Chuquisaca,Tarija,Beni,Pando
2021-02-02,,,,,,,,,,
2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-22,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.06
2021-02-23,0.01,0.0,0.01,0.01,0.0,0.01,0.02,0.01,0.0,0.1
2021-02-24,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.01,0.07
2021-02-25,0.03,0.06,0.04,0.03,0.03,0.01,0.0,0.03,0.0,0.06
2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-27,0.01,0.0,0.0,0.0,0.02,0.01,0.04,0.05,0.04,0.05
2021-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-02,0.01,0.0,0.02,0.0,0.05,0.02,0.04,0.02,0.05,0.0
2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-06,0.01,0.0,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.01
2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
2021-03-18,0.01,0.0,0.0,0.03,0.03,0.0,0.0,0.01,0.0,0.0
2021-03-19,0.05,0.03,0.0,0.08,0.21,0.0,0.12,0.04,0.0,0.0
2021-03-20,0.01,0.01,0.0,0.0,0.17,0.0,0.04,0.01,0.01,0.0
2021-03-21,0.01,0.01,0.0,0.0,0.12,0.0,0.02,0.0,0.0,0.0
2021-03-22,0.08,0.09,0.02,0.07,0.16,0.01,0.2,0.11,0.04,0.14
2021-03-23,0.12,0.15,0.11,0.07,0.09,0.05,0.36,0.21,0.11,0.1
2021-03-24,0.13,0.13,0.17,0.1,0.05,0.09,0.26,0.14,0.13,0.07
2021-03-25,0.12,0.09,0.17,0.11,0.05,0.11,0.15,0.18,0.17,0.11
2021-03-26,0.12,0.1,0.17,0.13,0.06,0.1,0.08,0.14,0.23,0.07
2021-03-27,0.02,0.02,0.04,0.01,0.01,0.02,0.01,0.05,0.04,0.0
2021-03-28,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
2021-03-29,0.06,0.06,0.05,0.06,0.06,0.04,0.05,0.03,0.07,0.06
2021-03-30,0.06,0.05,0.06,0.08,0.04,0.03,0.04,0.06,0.06,0.06
2021-03-31,0.06,0.05,0.07,0.07,0.03,0.03,0.04,0.09,0.05,0.06
2021-04-01,0.05,0.05,0.07,0.04,0.03,0.02,0.06,0.09,0.03,0.05
2021-04-02,0.01,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.04
2021-04-03,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0
2021-04-04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2021-04-05,0.06,0.07,0.07,0.04,0.04,0.04,0.03,0.13,0.07,0.07
2021-04-06,0.04,0.04,0.04,0.03,0.02,0.02,0.03,0.12,0.02,0.09
2021-04-07,0.04,0.03,0.05,0.03,0.02,0.02,0.07,0.12,0.03,0.04
2021-04-08,0.04,0.04,0.04,0.03,0.02,0.03,0.07,0.08,0.03,0.06
2021-04-09,0.03,0.04,0.03,0.03,0.02,0.02,0.06,0.08,0.01,0.02
2021-04-10,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0
2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01
2021-04-12,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.04,0.03,0.02
2021-04-13,0.03,0.02,0.07,0.02,0.03,0.02,0.05,0.04,0.02,0.03
2021-04-14,0.04,0.03,0.12,0.02,0.03,0.03,0.05,0.02,0.02,0.06
2021-04-15,0.05,0.03,0.15,0.03,0.03,0.03,0.05,0.0,0.02,0.06
2021-04-16,0.05,0.03,0.16,0.03,0.04,0.03,0.03,0.04,0.04,0.09
2021-04-17,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01
2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,0.05,0.03,0.11,0.05,0.02,0.02,0.02,0.01,0.02,0.04
2021-04-20,0.05,0.04,0.07,0.07,0.02,0.04,0.01,0.01,0.03,0.04
2021-04-21,0.05,0.04,0.04,0.09,0.05,0.03,0.01,0.01,0.02,0.02
2021-04-22,0.05,0.04,0.04,0.09,0.03,0.04,0.02,0.02,0.04,0.01
2021-04-23,0.02,0.01,0.01,0.03,0.01,0.01,0.0,0.02,0.01,0.02
2021-04-24,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0
2021-04-25,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
2021-04-26,0.06,0.04,0.12,0.07,0.03,0.07,0.01,0.01,0.03,0.01
2021-04-27,0.07,0.05,0.12,0.05,0.08,0.1,0.02,0.04,0.1,0.01
2021-04-28,0.07,0.06,0.07,0.07,0.13,0.11,0.07,0.05,0.12,0.02
2021-04-29,0.07,0.05,0.06,0.05,0.17,0.11,0.08,0.07,0.15,0.04
2021-04-30,0.08,0.08,0.05,0.08,0.17,0.1,0.13,0.07,0.14,0.03
2021-05-01,0.01,0.02,0.0,0.01,0.07,0.0,0.01,0.01,0.02,0.03
2021-05-02,0.01,0.01,0.01,0.0,0.08,0.02,0.0,0.0,0.01,0.0
2021-05-03,0.05,0.05,0.04,0.05,0.08,0.05,0.06,0.06,0.09,0.02
2021-05-04,0.05,0.04,0.04,0.04,0.07,0.06,0.09,0.08,0.12,0.02
2021-05-05,0.04,0.04,0.02,0.04,0.06,0.06,0.09,0.04,0.13,0.03
2021-05-06,0.04,0.03,0.02,0.04,0.04,0.07,0.07,0.02,0.09,0.03
2021-05-07,0.05,0.05,0.02,0.07,0.05,0.05,0.04,0.03,0.14,0.05
2021-05-08,0.02,0.02,0.01,0.01,0.06,0.01,0.04,0.0,0.04,0.02
2021-05-09,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0
2021-05-10,0.04,0.04,0.02,0.05,0.03,0.05,0.04,0.03,0.1,0.02
2021-05-11,0.04,0.04,0.01,0.04,0.04,0.04,0.05,0.03,0.1,0.02
2021-05-12,0.03,0.04,0.01,0.02,0.02,0.04,0.03,0.04,0.03,0.01
2021-05-13,0.03,0.03,0.01,0.03,0.01,0.02,0.02,0.09,0.09,0.03
2021-05-14,0.03,0.04,0.01,0.03,0.02,0.03,0.03,0.05,0.08,0.05
2021-05-15,0.01,0.02,0.0,0.0,0.01,0.01,0.01,0.01,0.02,0.0
2021-05-16,0.01,0.02,0.0,0.0,0.01,0.03,0.01,0.0,0.0,0.01
2021-05-17,0.03,0.03,0.01,0.02,0.01,0.06,0.01,0.04,0.08,0.07
2021-05-18,0.03,0.03,0.0,0.02,0.02,0.05,0.02,0.04,0.09,0.08
2021-05-19,0.02,0.03,0.0,0.01,0.01,0.03,0.02,0.03,0.08,0.1
2021-05-20,0.02,0.03,0.0,0.01,0.0,0.02,0.0,0.04,0.05,0.15
2021-05-21,0.02,0.03,0.0,0.01,0.0,0.01,0.02,0.03,0.04,0.08
2021-05-22,0.01,0.02,0.0,0.0,0.0,0.01,0.04,0.01,0.02,0.03
2021-05-23,0.01,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.04
2021-05-24,0.02,0.02,0.0,0.03,0.0,0.01,0.03,0.02,0.03,0.07
2021-05-25,0.08,0.04,0.13,0.14,0.0,0.03,0.1,0.06,0.02,0.06
2021-05-26,0.12,0.15,0.13,0.11,0.32,0.02,0.09,0.07,0.03,0.05
2021-05-27,0.12,0.25,0.15,0.07,0.09,0.01,0.04,0.06,0.02,0.04
2021-05-28,0.05,0.1,0.0,0.03,0.01,0.01,0.03,0.09,0.06,0.02
2021-05-29,0.01,0.01,0.0,0.0,0.0,0.02,0.06,0.04,0.01,0.03
2021-05-30,0.01,0.01,0.0,0.0,0.0,0.01,0.04,0.0,0.01,0.01
2021-05-31,0.02,0.03,0.0,0.01,0.0,0.01,0.08,0.09,0.04,0.08
2021-06-01,0.03,0.03,0.01,0.01,0.04,0.02,0.07,0.08,0.03,0.03
2021-06-02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.07,0.05,0.05
2021-06-03,0.01,0.01,0.01,0.01,0.0,0.01,0.02,0.01,0.02,0.02
2021-06-04,0.13,0.25,0.12,0.11,0.01,0.02,0.07,0.02,0.04,0.04
2021-06-05,0.03,0.05,0.02,0.02,0.03,0.01,0.16,0.01,0.02,0.01
2021-06-06,0.01,0.01,0.01,0.0,0.03,0.01,0.0,0.0,0.0,0.02
2021-06-07,0.28,0.26,0.65,0.27,0.23,0.01,0.0,0.19,0.03,0.06
2021-06-08,0.36,0.32,0.63,0.35,0.49,0.02,0.22,0.43,0.04,0.24
2021-06-09,0.24,0.26,0.36,0.23,0.31,0.02,0.34,0.16,0.04,0.12
2021-06-10,0.16,0.2,0.25,0.13,0.15,0.03,0.27,0.1,0.04,0.17
2021-06-11,0.2,0.23,0.25,0.18,0.16,0.07,0.26,0.19,0.06,0.15
2021-06-12,0.03,0.04,0.03,0.01,0.05,0.02,0.06,0.04,0.03,0.04
2021-06-13,0.02,0.04,0.02,0.0,0.04,0.01,0.03,0.03,0.0,0.03
2021-06-14,0.09,0.09,0.11,0.08,0.05,0.07,0.14,0.18,0.03,0.09
2021-06-15,0.08,0.07,0.1,0.06,0.07,0.07,0.11,0.18,0.05,0.12
2021-06-16,0.1,0.1,0.14,0.08,0.06,0.06,0.12,0.21,0.07,0.14
2021-06-17,0.08,0.11,0.07,0.06,0.08,0.06,0.07,0.12,0.07,0.1
2021-06-18,0.1,0.12,0.08,0.07,0.18,0.08,0.09,0.18,0.04,0.09
