fecha,Bolivia,La Paz,Cochabamba,Santa Cruz,Oruro,Potosí,Chuquisaca,Tarija,Beni,Pando
2021-05-28,0.4,0.42,0.37,0.48,0.51,0.17,0.44,0.44,0.22,0.09
2021-05-29,0.11,0.14,0.04,0.05,0.25,0.1,0.17,0.36,0.03,0.04
2021-05-30,0.04,0.07,0.04,0.0,0.05,0.04,0.07,0.1,0.02,0.01
2021-05-31,0.37,0.34,0.29,0.5,0.4,0.19,0.39,0.6,0.16,0.21
2021-06-01,0.39,0.42,0.32,0.5,0.38,0.19,0.24,0.46,0.22,0.19
2021-06-02,0.31,0.37,0.2,0.41,0.26,0.16,0.19,0.28,0.2,0.19
2021-06-03,0.07,0.06,0.03,0.07,0.11,0.07,0.15,0.14,0.06,0.06
2021-06-04,0.2,0.22,0.06,0.22,0.26,0.13,0.3,0.49,0.2,0.18
2021-06-05,0.06,0.1,0.01,0.03,0.08,0.07,0.17,0.08,0.06,0.05
2021-06-06,0.03,0.05,0.01,0.0,0.02,0.05,0.11,0.01,0.02,0.0
2021-06-07,0.14,0.19,0.13,0.13,0.03,0.13,0.18,0.11,0.14,0.11
2021-06-08,0.17,0.24,0.06,0.15,0.14,0.2,0.19,0.22,0.28,0.18
2021-06-09,0.13,0.19,0.05,0.11,0.17,0.12,0.16,0.15,0.16,0.11
2021-06-10,0.09,0.13,0.03,0.08,0.13,0.06,0.06,0.1,0.15,0.1
2021-06-11,0.19,0.26,0.06,0.17,0.6,0.15,0.06,0.14,0.33,0.16
2021-06-12,0.04,0.04,0.01,0.03,0.04,0.05,0.01,0.07,0.11,0.07
2021-06-13,0.02,0.02,0.01,0.0,0.0,0.07,0.04,0.02,0.02,0.01
2021-06-14,0.1,0.11,0.02,0.16,0.02,0.14,0.04,0.07,0.16,0.07
2021-06-15,0.13,0.13,0.12,0.17,0.1,0.15,0.04,0.14,0.14,0.09
2021-06-16,0.19,0.13,0.23,0.19,0.28,0.14,0.14,0.43,0.18,0.1
2021-06-17,0.18,0.16,0.23,0.16,0.21,0.1,0.2,0.31,0.2,0.18
2021-06-18,0.16,0.17,0.19,0.15,0.19,0.1,0.15,0.21,0.12,0.19
2021-06-19,0.05,0.06,0.01,0.04,0.11,0.05,0.03,0.04,0.06,0.08
2021-06-20,0.04,0.03,0.0,0.09,0.0,0.01,0.01,0.0,0.01,0.01
2021-06-21,0.01,0.02,0.0,0.0,0.0,0.04,0.01,0.02,0.01,0.01
2021-06-22,0.11,0.12,0.16,0.1,0.12,0.06,0.1,0.09,0.11,0.08
2021-06-23,0.22,0.25,0.24,0.27,0.12,0.08,0.23,0.1,0.14,0.16
2021-06-24,0.34,0.31,0.3,0.48,0.17,0.08,0.24,0.62,0.13,0.12
2021-06-25,0.38,0.33,0.35,0.5,0.24,0.29,0.26,0.67,0.14,0.09
2021-06-26,0.1,0.06,0.03,0.14,0.18,0.03,0.08,0.42,0.04,0.01
2021-06-27,0.09,0.03,0.02,0.23,0.02,0.04,0.01,0.03,0.02,0.02
2021-06-28,0.3,0.26,0.25,0.43,0.23,0.13,0.21,0.59,0.09,0.05
2021-06-29,0.3,0.25,0.23,0.41,0.33,0.18,0.2,0.6,0.12,0.09
2021-06-30,0.24,0.21,0.23,0.28,0.25,0.09,0.18,0.56,0.1,0.04
2021-07-01,0.36,0.36,0.44,0.32,0.41,0.14,0.36,0.79,0.21,0.15
2021-07-02,0.52,0.51,0.6,0.54,0.6,0.21,0.55,0.93,0.23,0.1
2021-07-03,0.13,0.09,0.1,0.11,0.17,0.14,0.21,0.51,0.05,0.01
2021-07-04,0.18,0.09,0.1,0.34,0.09,0.17,0.28,0.23,0.03,0.02
2021-07-05,0.32,0.26,0.32,0.44,0.26,0.1,0.32,0.64,0.15,0.03
2021-07-06,0.65,0.64,0.6,0.85,0.71,0.27,0.62,0.84,0.29,0.07
2021-07-07,0.57,0.45,0.48,0.78,0.47,0.26,0.55,1.13,0.39,0.07
2021-07-08,0.39,0.37,0.41,0.38,0.35,0.24,0.42,0.82,0.31,0.11
2021-07-09,0.35,0.43,0.39,0.18,0.48,0.31,0.47,0.74,0.26,0.09
2021-07-10,0.12,0.1,0.1,0.15,0.1,0.15,0.19,0.2,0.01,0.01
2021-07-11,0.15,0.06,0.06,0.36,0.04,0.06,0.15,0.1,0.01,0.02
2021-07-12,0.45,0.4,0.4,0.64,0.37,0.18,0.37,0.6,0.23,0.08
2021-07-13,0.48,0.43,0.43,0.65,0.32,0.3,0.5,0.68,0.19,0.07
2021-07-14,0.45,0.39,0.45,0.6,0.28,0.22,0.52,0.63,0.19,0.07
2021-07-15,0.4,0.42,0.34,0.5,0.31,0.18,0.41,0.6,0.23,0.07
2021-07-16,0.35,0.01,0.38,0.6,0.37,0.22,0.51,0.58,0.21,0.14
2021-07-17,0.05,0.05,0.18,-0.13,0.08,0.08,0.25,0.27,0.04,0.05
2021-07-18,0.21,0.36,0.22,0.18,0.04,0.08,0.12,0.26,0.03,0.01
2021-07-19,0.34,0.33,0.33,0.39,0.35,0.21,0.44,0.5,0.19,0.05
2021-07-20,0.32,0.29,0.33,0.36,0.25,0.21,0.41,0.55,0.2,0.08
2021-07-21,0.32,0.33,0.29,0.32,0.25,0.18,0.43,0.59,0.22,0.07
2021-07-22,0.26,0.25,0.28,0.25,0.24,0.15,0.28,0.48,0.16,0.07
2021-07-23,0.23,0.19,0.25,0.25,0.26,0.15,0.29,0.43,0.16,0.08
2021-07-24,0.08,0.05,0.09,0.06,0.08,0.06,0.14,0.21,0.03,0.04
2021-07-25,0.08,0.02,0.11,0.12,0.06,0.05,0.07,0.19,0.01,0.07
2021-07-26,0.19,0.1,0.26,0.21,0.33,0.1,0.25,0.34,0.16,0.12
2021-07-27,0.21,0.1,0.27,0.23,0.25,0.14,0.28,0.41,0.2,0.16
2021-07-28,0.14,0.05,0.13,0.22,0.19,0.04,0.19,0.26,0.13,0.06
2021-07-29,0.1,0.03,0.11,0.16,0.14,0.03,0.11,0.24,0.1,0.04
2021-07-30,0.09,0.03,0.06,0.16,0.14,0.03,0.12,0.17,0.12,0.04
2021-07-31,0.03,0.01,0.02,0.06,0.07,0.01,0.05,0.1,0.0,0.0
2021-08-01,0.03,0.01,0.01,0.07,0.0,0.0,0.02,0.07,0.0,0.0
2021-08-02,0.11,0.02,0.06,0.19,0.2,0.02,0.16,0.2,0.1,0.04
2021-08-03,0.09,0.04,0.1,0.12,0.14,0.02,0.1,0.17,0.09,0.03
2021-08-04,0.09,0.05,0.11,0.13,0.12,0.01,0.08,0.14,0.08,0.04
2021-08-05,0.08,0.05,0.11,0.1,0.13,0.02,0.05,0.13,0.08,0.02
2021-08-06,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.07,0.0,0.0
2021-08-07,0.02,0.02,0.04,0.01,0.01,0.01,0.01,0.03,0.0,0.0
2021-08-08,0.02,0.03,0.04,0.04,0.0,0.0,0.01,0.0,0.0,0.0
2021-08-09,0.09,0.08,0.1,0.12,0.14,0.02,0.06,0.14,0.07,0.03
2021-08-10,0.08,0.07,0.08,0.1,0.11,0.03,0.06,0.11,0.07,0.03
2021-08-11,0.07,0.06,0.07,0.09,0.09,0.03,0.04,0.07,0.05,0.02
2021-08-12,0.07,0.07,0.06,0.1,0.1,0.03,0.03,0.05,0.06,0.03
2021-08-13,0.11,0.09,0.09,0.17,0.11,0.04,0.06,0.09,0.09,0.05
2021-08-14,0.04,0.09,0.02,0.05,0.04,0.01,0.02,0.01,0.0,0.0
2021-08-15,0.06,0.1,0.03,0.09,0.0,0.01,0.01,0.01,0.0,0.0
2021-08-16,0.1,0.1,0.08,0.14,0.11,0.05,0.05,0.11,0.09,0.04
2021-08-17,0.1,0.1,0.08,0.13,0.12,0.05,0.05,0.09,0.09,0.03
2021-08-18,0.1,0.1,0.1,0.11,0.14,0.04,0.05,0.09,0.12,0.07
2021-08-19,0.08,0.07,0.11,0.09,0.14,0.05,0.04,0.08,0.1,0.03
2021-08-20,0.09,0.1,0.11,0.1,0.11,0.05,0.04,0.08,0.09,0.05
2021-08-21,0.03,0.05,0.02,0.03,0.02,0.03,0.01,0.01,0.0,0.01
2021-08-22,0.03,0.05,0.04,0.04,0.0,0.01,0.01,0.0,0.0,0.0
2021-08-23,0.08,0.08,0.1,0.09,0.12,0.05,0.04,0.1,0.08,0.04
2021-08-24,0.15,0.14,0.19,0.16,0.24,0.09,0.07,0.04,0.15,0.08
2021-08-25,0.14,0.13,0.16,0.15,0.19,0.06,0.06,0.23,0.14,0.07
2021-08-26,0.49,0.45,0.51,0.68,0.44,0.15,0.33,0.64,0.26,0.08
2021-08-27,0.18,0.15,0.19,0.24,0.19,0.09,0.1,0.16,0.16,0.07
