,Primeras Dosis Diarias,Primeras Dosis Acumulado,"Primeras Dosis Acumulado, % poblacion",Segundas y Janssen Diarias,Segundas y Janssen Acumulada,"Segundas y Janssen Acumulado, % Poblacion",Dosis Todas Diarias,Dosis Todas Acumuladas,Terceras acumuladas,Terceras diarias
2021-10-11,6089.0,3479905.0,29.9,16056.0,3500388.0,30.1,22145.0,6980293.0,60.1,0.0
2021-10-12,5681.0,3485586.0,30.0,24833.0,3525221.0,30.3,30514.0,7010807.0,60.3,0.0
2021-10-13,6030.0,3491616.0,30.0,23914.0,3549135.0,30.5,29944.0,7040751.0,60.6,0.0
2021-10-14,6259.0,3497875.0,30.1,25753.0,3574888.0,30.8,43478.0,7084229.0,61.0,11466.0
2021-10-15,6316.0,3504191.0,30.2,25741.0,3600629.0,31.0,42981.0,7127210.0,61.3,22390.0
2021-10-16,1130.0,3505321.0,30.2,4205.0,3604834.0,31.0,7454.0,7134664.0,61.4,24509.0
2021-10-17,1878.0,3507199.0,30.2,3873.0,3608707.0,31.1,8813.0,7143477.0,61.5,27571.0
2021-10-18,8146.0,3515345.0,30.3,34462.0,3643169.0,31.4,61000.0,7204477.0,62.0,45963.0
2021-10-19,7834.0,3523179.0,30.3,38773.0,3681942.0,31.7,76756.0,7281233.0,62.7,76112.0
2021-10-20,6644.0,3529823.0,30.4,28638.0,3710580.0,31.9,65307.0,7346540.0,63.2,106137.0
2021-10-21,6929.0,3536752.0,30.4,24898.0,3735478.0,32.1,59181.0,7405721.0,63.7,133491.0
2021-10-22,8267.0,3545019.0,30.5,19467.0,3754945.0,32.3,50400.0,7456121.0,64.2,156157.0
2021-10-23,2382.0,3547401.0,30.5,3406.0,3758351.0,32.3,9213.0,7465334.0,64.2,159582.0
2021-10-24,1410.0,3548811.0,30.5,1724.0,3760075.0,32.4,4821.0,7470155.0,64.3,161269.0
2021-10-25,14412.0,3563223.0,30.7,25667.0,3785742.0,32.6,68271.0,7538426.0,64.9,189461.0
2021-10-26,11827.0,3575050.0,30.8,16268.0,3802010.0,32.7,50862.0,7589288.0,65.3,212228.0
2021-10-27,14926.0,3589976.0,30.9,17733.0,3819743.0,32.9,61306.0,7650594.0,65.8,240875.0
2021-10-28,9969.0,3599945.0,31.0,11344.0,3831087.0,33.0,42966.0,7693560.0,66.2,262528.0
2021-10-29,12673.5,3612618.5,31.1,20231.0,3851318.0,33.1,75442.5,7769002.5,66.9,305066.0
2021-10-30,12673.5,3625292.0,31.2,7103.0,3858421.0,33.2,34834.5,7803837.0,67.2,320124.0
2021-10-31,2298.0,3627590.0,31.2,2904.0,3861325.0,33.2,14510.0,7818347.0,67.3,329432.0
2021-11-01,8912.0,3636502.0,31.3,11450.0,3872775.0,33.3,33584.0,7851931.0,67.6,342654.0
2021-11-02,624.0,3637126.0,31.3,660.0,3873435.0,33.3,1824.0,7853755.0,67.6,343194.0
2021-11-03,7016.0,3644142.0,31.4,10085.0,3883520.0,33.4,20567.0,7874322.0,67.8,346660.0
2021-11-04,10258.0,3654400.0,31.4,11472.0,3894992.0,33.5,27531.0,7901853.0,68.0,352461.0
2021-11-05,12273.0,3666673.0,31.6,12685.0,3907677.0,33.6,29935.0,7931788.0,68.3,357438.0
2021-11-06,4719.0,3671392.0,31.6,3694.0,3911371.0,33.7,8548.0,7940336.0,68.3,357573.0
2021-11-07,1148.0,3672540.0,31.6,1972.0,3913343.0,33.7,3132.0,7943468.0,68.4,357585.0
